ID,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
502036960.78340787,0,1,1,0,0,0,1,0,0,0,1,0,1,0
502536251.65340626,0,0,1,0,0,1,0,0,1,0,0,0,1,0
502036960.79234976,1,1,1,1,0,1,0,0,1,0,0,0,1,0
502536251.6628543,0,1,1,0,0,1,0,0,0,0,0,0,1,0
502036960.8017884,1,0,2,0,0,0,1,0,2,0,0,0,1,0
502536251.6718051,0,1,1,0,0,1,0,0,1,0,1,0,1,0
502036960.8107303,1,0,2,0,0,1,0,0,1,0,1,1,1,0
502536251.68075585,0,0,1,1,0,0,1,0,0,0,1,0,1,0
502036960.8196721,0,0,1,0,1,0,1,0,0,0,1,0,1,0
502536251.6897066,0,2,1,0,0,1,0,0,0,1,1,0,1,0
502036960.828614,0,1,2,0,1,0,1,1,0,0,2,0,1,0
502536251.6956738,0,0,1,1,0,0,0,0,0,0,0,0,1,0
502036960.83457524,0,0,2,0,1,0,0,0,0,0,0,0,1,1
502536251.6991547,0,1,0,0,0,0,0,0,0,0,0,0,0,1
502036960.83805263,0,1,0,0,0,0,0,0,0,0,0,0,0,1
507260172.5519642,0,1,1,1,0,0,1,0,0,0,0,0,1,0
506756188.2771982,0,0,2,0,1,0,1,0,0,0,0,0,1,0
507260172.55693686,0,0,1,0,0,0,1,0,0,0,0,0,0,1
507260172.55942315,0,2,0,0,0,1,0,0,0,0,0,1,0,0
506756188.2846498,2,0,1,0,0,1,0,0,1,0,0,0,1,0
506253204.474938,2,1,1,0,0,1,0,0,1,0,0,0,1,0
507260172.56439584,0,1,2,0,0,1,0,0,1,0,2,0,1,0
506756188.2896175,0,0,3,0,1,1,0,0,1,0,1,0,1,0
507260172.56688213,0,0,0,0,1,0,0,0,0,0,0,1,0,0
507260172.5743411,0,1,2,0,0,1,0,0,0,0,0,1,0,0
506756188.2995529,1,1,2,1,0,0,1,0,0,0,0,0,1,0
506253204.4898263,1,1,2,1,0,0,1,0,0,0,0,0,1,0
507260172.5818001,0,0,0,0,1,0,1,0,0,0,0,0,0,0
506756188.30700445,0,0,0,0,1,0,1,0,0,0,0,0,0,0
507260172.5892591,0,0,0,0,2,0,0,0,0,0,0,0,1,0
506756188.31445605,0,0,0,0,2,0,0,0,0,0,0,0,0,1
507260172.5967181,0,0,1,0,2,1,1,0,0,0,0,0,0,1
507260172.604177,0,1,2,2,1,0,1,0,0,0,0,0,0,1
506756188.3293592,0,0,2,2,3,0,1,0,0,0,0,0,0,1
507260172.611636,0,0,1,0,0,1,0,0,0,1,0,1,0,0
506253204.52704716,0,1,0,0,0,1,0,0,0,0,0,1,0,0
507260172.61909497,0,0,0,0,1,0,0,0,0,0,0,1,0,0
506302782.6342432,0,0,0,0,1,0,0,0,0,0,0,0,0,1
507310194.9288911,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506806160.9547938,0,1,0,0,0,1,0,1,0,0,0,1,0,1
507310194.93635005,0,0,1,0,0,1,0,0,0,0,0,1,0,0
506806160.9622454,2,1,0,1,0,1,0,0,0,1,0,1,0,1
507310194.94181997,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507310194.9443063,0,0,1,0,0,1,0,0,1,0,0,1,0,0
506806160.97019374,1,1,1,0,0,1,0,0,0,1,0,1,0,0
507310194.9517653,0,0,0,0,0,1,0,0,0,0,0,1,0,0
506806160.9776453,0,1,0,0,0,1,0,0,1,0,0,1,0,0
506303127.56724566,1,1,0,0,0,1,0,0,1,0,0,1,0,0
507310194.9592243,0,1,1,2,0,1,0,0,0,0,0,0,1,0
506806160.9850969,0,1,1,2,1,1,0,0,0,0,0,0,1,0
507310194.96668327,0,2,1,0,1,1,1,0,0,0,1,0,1,0
506806160.9925484,0,0,2,2,1,0,2,1,0,0,0,0,1,0
507310194.9816012,0,0,0,1,1,0,1,0,0,0,0,0,0,1
506806161.0074516,0,0,0,1,3,0,1,0,0,0,0,0,1,0
507310194.9875684,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506806161.01341283,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507310194.98955745,0,0,1,0,0,1,0,0,1,1,1,0,1,0
506806161.0153999,2,0,0,1,0,1,0,0,1,1,1,0,1,0
507310194.99701643,0,0,1,0,0,0,0,0,0,0,0,0,1,0
506806161.02285147,0,1,1,0,0,0,0,0,0,0,0,0,1,0
507310195.01740426,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507360020.38886124,0,1,1,0,0,1,0,0,0,1,2,1,1,0
506855936.911078,0,1,0,1,0,0,1,0,0,1,1,1,1,0
507360020.3963202,0,0,0,1,0,0,0,0,0,0,0,0,1,0
506855936.91852957,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507360020.4037792,0,0,0,0,0,0,0,0,0,0,0,1,0,1
506855936.9259811,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507360020.4112382,0,1,1,0,0,1,0,0,0,0,1,0,1,0
506855936.9334327,1,1,2,0,1,1,0,0,0,0,0,1,1,0
507360020.4186972,0,0,1,1,2,1,1,0,0,1,0,2,1,0
506855936.94088423,0,0,0,2,2,1,1,0,0,2,0,2,1,0
507360020.42764795,0,0,0,0,0,0,0,0,2,1,0,1,0,0
506855936.9498261,0,0,0,0,0,0,0,0,1,2,0,1,0,0
507360020.43510693,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506855936.9572777,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507360020.43610144,0,0,0,1,0,0,0,0,0,0,0,0,0,1
506855936.95827127,0,0,0,0,1,0,0,0,0,0,0,0,0,1
507360020.44306314,0,1,1,1,1,0,1,0,0,0,1,0,1,0
506855936.96522605,0,1,1,1,2,0,1,1,0,0,0,2,1,0
507360020.4515167,0,1,2,1,0,1,0,0,0,0,0,0,1,0
506855936.97367114,0,2,1,2,0,1,0,1,0,0,0,0,1,0
507360020.4599702,0,1,1,0,2,1,0,0,1,0,2,1,1,0
506855936.9821162,0,0,1,1,2,0,1,0,1,0,1,1,1,0
507360020.463451,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506855936.9855936,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507410095.47588265,0,0,0,0,0,1,0,0,1,1,0,1,0,0
506905962.2463984,1,1,0,0,0,1,0,0,1,1,0,0,1,0
507410095.47737443,0,0,1,0,0,0,0,0,0,0,0,0,1,0
506905962.24788874,0,0,1,0,0,0,0,0,0,0,0,0,1,0
507410095.4838389,0,0,1,2,0,0,1,0,1,0,0,0,1,1
506905962.2543467,1,0,0,2,1,0,1,0,1,1,0,0,1,1
507410095.49129784,0,1,1,1,2,0,1,0,0,1,0,0,1,0
506905962.2617983,0,1,1,1,2,1,0,0,0,0,1,0,1,0
507410095.4987568,0,1,1,0,0,1,0,0,0,1,0,0,1,0
506905962.26924986,0,1,1,0,0,1,0,1,0,1,0,0,1,0
507410095.5062158,0,1,1,0,0,1,0,0,0,1,0,1,0,0
506905962.27670145,0,1,1,0,0,1,0,1,1,1,0,1,0,0
507410095.5136748,0,0,0,1,1,0,1,0,0,0,1,1,1,0
506905962.284153,0,0,0,1,2,0,1,0,0,0,1,0,0,1
507410095.5211338,0,0,1,1,0,0,1,0,0,0,1,0,1,0
506905962.2916046,0,0,1,1,0,0,1,1,0,0,1,1,0,1
507410095.52859277,0,0,0,0,1,0,1,0,0,1,1,0,0,1
506905962.2990561,0,0,0,0,1,0,1,0,0,2,0,0,0,1
507410095.5360517,0,0,0,0,1,0,0,0,0,0,0,1,0,0
506905962.3065077,2,0,0,0,1,0,0,0,0,0,0,1,0,0
507410095.5435107,0,0,0,0,1,0,1,0,0,0,1,1,0,1
506905962.31395924,0,0,0,1,0,0,1,0,0,1,1,1,0,1
507410095.5489806,0,0,1,0,0,0,0,0,0,0,1,0,1,0
506905962.31942374,0,0,0,1,0,0,0,0,0,0,0,1,1,0
507509349.0810542,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507509349.0890104,0,0,0,0,0,0,1,0,0,1,0,0,0,1
507509349.0964694,0,0,1,0,0,0,1,0,0,1,1,0,1,0
507005117.2543467,0,0,1,0,0,0,1,1,0,0,1,1,1,0
507509349.10492295,0,1,0,1,1,1,0,0,0,1,1,0,1,0
507509349.11287916,0,0,0,0,0,0,0,0,0,0,2,0,0,1
507005117.2707402,0,1,0,0,0,0,0,0,0,0,1,1,0,1
507509349.12033814,0,0,0,2,1,1,0,0,1,2,0,0,1,0
507509349.1282944,0,0,0,0,0,0,1,0,0,0,0,0,0,1
507509349.13575333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507509349.14669317,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507509349.14768773,0,0,0,0,1,0,0,0,0,0,0,1,0,0
507509349.16061664,0,1,1,0,0,1,1,0,0,0,0,0,1,1
507509349.1695674,0,0,0,0,1,0,0,0,0,0,0,1,0,0
507558478.87966186,0,0,2,0,0,0,0,0,1,1,0,0,1,0
507054198.2250373,0,0,1,1,0,0,0,0,2,1,0,0,1,0
507558478.8945798,0,0,0,0,1,0,0,0,0,0,0,1,0,0
507054198.2399404,1,0,0,0,1,0,0,0,0,0,0,1,0,0
507558478.90949774,0,1,0,0,1,1,0,0,0,0,0,1,0,0
507054198.25484353,0,1,0,0,1,1,0,2,0,0,0,1,0,0
507558478.9244157,0,1,1,0,0,1,0,0,0,0,0,1,0,0
507054198.26974666,0,2,0,1,0,1,0,0,0,0,1,0,1,0
507558478.9542516,0,0,0,0,0,1,0,0,0,0,0,1,0,0
507054198.2995529,0,0,0,0,0,1,0,1,1,0,0,1,0,0
507558478.96916956,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507558478.9840875,0,0,0,0,0,0,0,0,0,0,0,1,0,1
507054198.3293592,0,0,0,0,0,0,0,0,0,0,0,1,0,1
507558478.9990055,0,1,0,0,0,1,0,0,0,0,0,1,0,0
507558479.0139234,0,0,1,0,0,1,0,0,0,1,0,0,1,0
507054198.35916543,0,0,1,0,0,0,0,0,0,1,0,0,1,0
507558479.0288414,0,0,0,0,0,1,0,0,0,1,0,1,0,0
507054198.37406856,0,0,0,0,0,1,0,0,1,1,0,1,0,0
507558479.04375935,0,0,0,0,0,0,0,0,0,1,1,0,1,0
507608454.9995027,0,0,0,1,2,0,1,0,0,0,1,1,0,1
507104124.6915052,0,1,0,1,2,1,1,0,0,0,1,1,0,1
507608455.0069617,0,0,0,1,0,0,0,0,0,0,0,1,1,0
507104124.6989568,0,1,0,1,0,0,0,0,0,0,0,1,0,1
506600795.54292804,0,1,0,0,0,0,0,0,0,0,0,1,1,0
507608455.01193434,0,1,0,0,0,1,0,0,1,0,0,1,0,0
507104124.7039245,0,0,0,2,1,0,1,0,0,0,0,0,0,1
506600795.54789084,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507608455.0144207,0,1,0,0,0,1,0,0,1,1,0,1,0,0
507104124.7064083,1,1,0,0,0,1,0,0,1,2,0,1,0,0
507608455.0218797,0,0,1,2,0,1,0,0,2,1,0,0,1,0
507104124.7138599,1,0,0,0,3,1,0,0,1,1,1,0,1,0
507608455.02933866,0,1,0,0,1,0,0,0,0,0,0,0,0,1
507104124.72131145,0,1,0,0,1,0,0,0,0,0,0,0,0,1
507608455.03679764,0,1,2,1,0,1,0,0,0,0,0,0,1,0
507104124.72876304,0,0,0,0,0,0,1,0,0,0,0,0,0,0
506600795.57270473,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507608455.04425657,0,0,0,0,1,0,0,0,0,0,1,0,0,0
507104124.7362146,1,0,0,0,1,0,0,0,0,0,0,1,0,0
507608455.05171555,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507104124.7436662,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506600795.5875931,0,0,1,0,0,0,0,0,0,0,0,0,0,1
507608455.05917454,0,1,0,0,2,0,0,0,0,0,0,0,0,2
507104124.7511177,0,0,1,0,2,0,0,0,0,0,0,0,0,1
506600795.5950372,0,0,0,0,2,0,0,0,0,0,0,0,0,1
507608455.0671308,0,0,1,0,0,0,0,0,0,0,0,0,1,1
507104124.75906605,0,0,1,0,0,0,0,1,1,0,0,0,1,1
507608455.0870214,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507658181.007459,0,0,0,1,1,0,1,0,0,1,1,0,1,0
507153801.29458517,0,0,0,1,0,0,1,0,0,0,1,0,1,0
507658181.01640975,0,1,1,0,0,1,0,0,0,0,0,1,0,0
507153801.30352706,0,1,2,0,0,1,0,0,0,0,0,1,0,0
507658181.0258578,0,1,1,0,0,0,1,0,0,0,0,0,1,0
507153801.31296575,0,0,1,1,0,0,1,0,0,0,0,0,0,1
507658181.0358031,0,1,1,0,0,0,1,0,0,1,1,0,1,0
507658181.0457484,0,2,0,1,0,1,0,0,0,3,0,0,1,0
507153801.33283657,0,1,1,0,0,1,0,0,0,1,2,1,0,0
507658181.0497265,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507658181.05619097,0,2,0,1,0,0,1,0,0,1,0,0,1,0
507153801.34326875,1,1,2,0,0,0,1,0,1,0,2,0,1,0
507658181.06563896,0,1,1,0,0,1,0,0,0,1,0,0,1,0
507153801.3527074,0,1,0,1,0,1,0,1,0,2,0,0,1,0
507658181.075087,0,0,0,0,0,0,0,0,0,1,0,0,0,1
507153801.37208146,0,0,0,1,1,0,0,0,0,0,0,0,0,2
507658181.0949776,0,0,0,0,0,0,0,0,0,1,0,0,0,1
507153801.3820169,0,0,0,0,0,0,0,0,0,0,1,0,0,1
512232821.48334163,0,0,0,0,0,1,0,0,1,0,0,1,0,0
511723896.6731247,0,0,0,0,0,1,0,0,0,1,0,1,0,0
512232821.487817,0,1,0,1,0,1,0,0,0,2,0,0,1,0
512232821.4883143,0,0,0,0,0,0,0,0,0,0,0,1,0,0
511723896.6780924,1,0,0,0,0,0,0,0,0,0,0,1,0,0
512232821.4932869,0,0,0,0,0,0,1,0,0,0,0,0,0,1
511723896.6830601,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512232821.4977623,0,0,0,0,0,0,0,0,1,2,1,0,1,0
511723896.6949826,1,1,1,0,0,1,0,0,0,0,0,1,0,0
512232821.5345599,0,0,0,0,0,0,0,0,0,0,0,1,0,0
511723896.7242921,0,0,0,0,0,0,0,0,0,0,0,1,0,0
512232821.545997,0,1,1,0,0,1,0,0,0,0,0,1,0,0
512232821.55096966,0,0,0,0,0,0,0,0,0,0,1,0,1,0
511723896.7406855,0,0,0,0,0,0,0,0,0,0,1,0,1,0
512232821.5554451,0,0,0,1,0,0,0,0,0,0,1,0,1,0
511723896.7496274,0,0,0,0,1,0,0,0,0,0,0,0,0,1
512332473.8945798,0,0,1,0,1,0,1,0,0,1,0,0,0,1
511823450.0755092,1,0,1,0,0,0,1,0,0,1,1,2,0,1
512332473.90054697,0,0,2,1,0,0,1,0,1,0,0,0,1,0
511823450.08147043,0,0,0,2,1,0,1,0,1,0,0,1,1,0
512332473.90701145,0,2,0,0,0,0,1,0,0,0,0,1,0,1
511823450.0879285,1,1,1,0,1,0,1,0,0,0,0,1,0,1
512332473.9114868,0,1,1,0,0,0,0,0,0,1,0,0,1,0
511823450.0923994,0,0,1,1,0,1,0,1,1,1,0,0,1,0
512332473.9134759,0,1,1,2,0,0,1,0,1,0,0,1,1,0
511823450.09438646,0,0,0,2,2,0,1,0,0,1,0,1,1,0
512332473.9194431,0,0,0,1,0,1,0,0,1,1,1,2,1,0
511823450.10034776,1,1,0,1,0,0,1,0,0,2,0,3,1,0
512332473.9264048,0,0,1,1,2,0,1,0,0,0,2,0,1,0
511823450.10730255,0,0,0,0,5,0,1,0,0,0,1,3,0,1
511823450.1132638,0,0,1,1,3,2,1,0,0,0,1,0,1,1
511823450.1241928,1,0,0,0,0,1,0,0,0,0,1,1,0,0
512332473.94679266,0,1,0,0,0,1,0,0,0,0,0,1,0,0
511823450.12767017,0,0,1,0,0,1,0,0,1,0,0,1,0,0
512332473.9527598,0,0,1,1,0,0,0,0,0,0,0,0,1,0
511823450.1336314,0,0,1,0,2,0,0,0,0,0,0,0,1,0
512332473.958727,0,1,0,0,0,0,0,0,0,0,0,0,0,1
511823450.13959265,0,0,1,0,0,0,0,0,0,0,0,1,0,1
512381949.776728,0,0,0,0,0,0,1,0,0,0,0,0,0,1
511872876.8012916,0,0,0,0,0,0,1,0,0,0,0,0,0,1
512381949.78319246,0,1,0,2,0,1,0,0,0,1,0,0,1,0
511872876.8077496,1,0,1,1,0,1,0,0,1,1,0,0,1,0
512381949.7896569,0,0,1,0,0,0,0,0,0,1,0,0,1,0
511872876.8142077,0,1,1,0,0,0,0,0,0,2,0,1,1,0
512381949.79612136,0,1,0,0,0,0,0,0,0,1,0,0,1,0
511872876.82066566,0,1,0,0,0,0,0,0,0,1,0,0,1,0
512381949.80308306,0,0,0,1,0,0,1,0,0,0,0,1,0,1
511872876.82762045,0,0,0,0,0,0,1,0,0,0,0,1,0,1
512381949.8095475,0,0,1,0,0,0,0,0,1,0,0,1,0,0
511872876.8340785,0,1,1,0,0,0,0,0,0,1,0,1,0,0
512381949.8145201,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511872876.8390462,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511364814.43027294,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512381949.81849825,0,0,2,0,0,0,0,0,1,0,0,1,0,0
511872876.8430204,0,1,1,1,0,0,0,1,1,0,0,1,0,0
512381949.8279463,0,0,0,0,0,0,0,0,1,2,1,0,1,0
512381949.8334162,0,0,0,0,0,0,0,0,0,1,1,0,1,0
511872876.8579235,0,0,0,0,0,0,0,0,0,1,1,0,0,1
512381949.8359025,0,2,0,0,0,1,0,0,0,0,0,0,1,1
511872876.86040735,0,1,1,0,0,1,0,1,2,0,0,0,1,1
512381949.8433615,0,0,0,2,0,1,0,0,0,0,0,0,1,0
511872876.86785895,1,1,1,2,0,1,0,0,1,1,0,0,1,0
512432223.7697663,0,0,0,0,0,1,0,0,0,0,1,1,0,0
511923100.8450075,2,1,0,0,0,1,0,0,0,0,0,1,0,0
512432223.7802088,0,0,0,0,0,1,0,0,0,0,0,0,0,1
511923100.85543966,0,0,0,0,0,1,0,0,0,0,0,0,0,1
512432223.7871706,0,0,0,0,0,0,1,0,0,1,0,0,0,1
511923100.86239445,0,0,0,0,0,0,1,0,0,1,0,0,0,1
512432223.79065144,0,0,1,0,0,1,0,0,1,1,1,0,1,0
511923100.86587185,0,1,1,0,0,1,0,1,0,1,2,0,1,0
512432223.79860765,0,1,0,0,0,1,0,0,0,0,0,1,0,0
511923100.8738202,1,1,0,0,0,1,0,0,0,0,0,1,0,0
512432223.8015913,0,1,0,0,0,0,2,0,0,1,2,0,1,0
511923100.8768008,1,1,0,0,0,0,2,0,1,1,2,1,1,0
512432223.81203383,0,1,0,0,0,1,0,0,1,3,0,0,1,0
511923100.88723296,1,1,1,0,0,1,1,0,1,2,1,0,1,0
512432223.8224764,0,0,0,0,0,0,1,0,0,0,0,0,0,1
511923100.8976652,0,0,0,0,0,0,1,0,0,0,0,0,0,1
