t,j, Field Pea,Banana,Barley,Beef,Beer,Boye/Yam,Bula,Butter/ghee,Cassava,Chat / Kat,Cheese,Chick Pea,Coffee,Eggs,Field Pea,Fish,Goat & mutton meat,Godere,Green chili pepper (kariya),"Greens (kale, cabbage, etc.)",Ground nuts,Haricot Beans,Horsebeans,Kocho,Lentils,Linseed,Maize,Meat,Milk,Millet,Niger Seed,Oils (processed),Onion,Orange,Other cereal (SPECIFY),Other fruit (SPECIFY),Other prepared food and consumed at Home,Other pulse or nut (SPECIFY),Other seed (SPECIFY),Other tuber or stem (SPECIFY),Other vegetable (SPECIFY),Pasta/Maccaroni,Potato,Poultry,PuUrchased Injera,Purchased Bread or Biscuits,Red pepper (berbere),Salt,Soft drinks/Soda,Sorghum,Sugar,Sweet potato,Tea,Teff,Tella,Tomato,Wheat
2011,1.0101E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,9,NaN,NaN,0,NaN,NaN,0
2011,1.0101E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,3,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,3,0,7,0,0,0,0,0,0,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.8,NaN,16,9,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,16,0,0,0,0,150,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,50,NaN,0,5,NaN,NaN,8500,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,6,0,0,0,0,50,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,20,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,20,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,9,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0102E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,5,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,0,20,0,NaN,NaN,NaN,NaN,NaN,NaN,0,20,0,0,4,0,80,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,37,NaN,NaN,0
2011,1.0103E+12,NaN,0,10,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,32.5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,50,4,0,0,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,0.5,NaN,24,50,NaN,NaN,32,NaN,NaN,168
2011,1.0103E+12,NaN,0,20,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,80,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,0.25,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,15,15,0,NaN,NaN,NaN,NaN,NaN,NaN,0,30,0,0,0,6,40,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,8,0,NaN,NaN,26,NaN,NaN,0
2011,1.0103E+12,NaN,16,0,NaN,NaN,NaN,NaN,NaN,NaN,0,8,0,32.5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,5,0,0,0,8,240,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,16,0,NaN,NaN,48,NaN,NaN,8
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,31,20,0,NaN,NaN,NaN,NaN,NaN,NaN,0,40,0,0,0,0,40,9,24,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,43,4.5,NaN,NaN,85,NaN,NaN,29
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,13.75,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,0,0,0,0,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,16,4.25,NaN,NaN,32,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,40,0,14,0,0,0,0,0,0,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,0.5,NaN,0,17,NaN,NaN,85,NaN,NaN,64
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,8,5,30,21,0,NaN,NaN,NaN,NaN,NaN,NaN,0,20,0,0,0,32,160,24,0,0,NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,0.5,NaN,0,4.25,NaN,NaN,64,NaN,NaN,32
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,32.5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,80,0,16,0,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,32,34,NaN,NaN,64,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,12,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,12,4.25,NaN,NaN,21,NaN,NaN,0
2011,1.0103E+12,NaN,20,24,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,60,20,0,NaN,NaN,NaN,NaN,NaN,NaN,0,40,0,24,2,0,160,28,0,4,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,2,NaN,0,25.5,NaN,NaN,250,NaN,NaN,88
2011,1.0103E+12,NaN,0,4,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,11,0,0,0,0,40,0,0,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,6,0,NaN,NaN,32,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,15,0,0,0,18,0,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,6,9,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,4,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,25,0,0,0,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,12,8,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,0,NaN,NaN,0
2011,1.0103E+12,NaN,0,4,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,160,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.6,NaN,0,9,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,60,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,19,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,11,0,0,0,0,60,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,120,18,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,20,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,80,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,28,0,0,200,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,85,NaN,16,10,NaN,NaN,80,NaN,NaN,0
2011,1.0105E+12,NaN,10,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,15,0,NaN,NaN,NaN,NaN,NaN,NaN,0,60,0,60,0,0,0,0,0,0,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,2,NaN,0,20,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,8,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,14,0,0,0,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,80,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.7,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,1.0105E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,55,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,5,NaN,0,8,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,15,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,25,8.5,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,60,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,70,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,27,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,3.5,NaN,0,17,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,70,0,0,0,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,28,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,60,0,0,0,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,3,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,32,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,45,0,NaN,NaN,0,NaN,NaN,0
2011,1.0106E+12,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,30,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,18,0,0,0,0,0,0,0,0,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,4,NaN,0,18,NaN,NaN,0,NaN,NaN,0
